lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
cos_subtitles_log_cooccurrence_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.155,-0.01,0.291,0.170603269956492,85.98,0.572,1140.4,cos_subtitles_log_cooccurrence_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_log_cooccurrence_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.152,0.001,0.304,0.170603269956492,90.78,0.565,1141.9,subtitles,cos,lowercase,log_cooccurrence_None,r_01,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_log_cooccurrence_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.078,-0.254,0.103,0.0914295663461288,-1.74,0.847,1140.6,cos_subtitles_log_cooccurrence_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_log_cooccurrence_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.08,-0.263,0.118,0.0914295663461288,2.83,0.838,1142,subtitles,cos,lowercase,log_cooccurrence_None,r_10,None,count,1149.13,1150.56,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_log_cooccurrence_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.048,-0.095,0.202,0.125545222493646,171.47,0.433,1140.2,cos_subtitles_log_cooccurrence_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_log_cooccurrence_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.046,-0.095,0.189,0.125545222493646,177.74,0.425,1141.6,subtitles,cos,lowercase,log_cooccurrence_None,r_03,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_log_cooccurrence_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.023,-0.185,0.146,0.110219648282545,56.1,0.664,1140.4,cos_subtitles_log_cooccurrence_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_log_cooccurrence_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.025,-0.183,0.156,0.110219648282545,61.75,0.654,1141.9,subtitles,cos,lowercase,log_cooccurrence_None,r_05,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_pmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.32,-0.5,-0.149,0.216947198095198,-2061.48,0.032,1133.4,cos_subtitles_pmi_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_pmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.321,-0.487,-0.13,0.216947198095198,-2052.45,0.034,1134.9,subtitles,cos,lowercase,pmi_None,r_01,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_pmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.106,-0.332,0.1,0.0869550269650255,-589.41,0.437,1138.1,cos_subtitles_pmi_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_pmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.107,-0.341,0.107,0.0869550269650255,-585.53,0.442,1139.6,subtitles,cos,lowercase,pmi_None,r_10,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_pmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.197,-0.396,-0.003,0.14650719438357,-1170.39,0.218,1136.7,cos_subtitles_pmi_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_pmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.197,-0.377,-0.017,0.14650719438357,-1149.74,0.226,1138.2,subtitles,cos,lowercase,pmi_None,r_03,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_pmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.125,-0.327,0.132,0.0992015161717538,-619.11,0.475,1138,cos_subtitles_pmi_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_pmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.126,-0.345,0.113,0.0992015161717538,-611.56,0.481,1139.5,subtitles,cos,lowercase,pmi_None,r_05,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_ppmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.242,-0.4,-0.111,0.176863729781333,-1124.64,0.378,1137,cos_subtitles_ppmi_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_ppmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.243,-0.375,-0.08,0.176863729781333,-1140.38,0.376,1138.4,subtitles,cos,lowercase,ppmi_None,r_01,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_ppmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.066,-0.264,0.145,0.0407697511611857,3.01,0.921,1137.6,cos_subtitles_ppmi_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_ppmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.067,-0.271,0.164,0.0407697511611857,-15.13,0.932,1139,subtitles,cos,lowercase,ppmi_None,r_10,None,count,1149.13,1150.56,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_ppmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.131,-0.318,0.057,0.113080316621213,-400.85,0.941,1137.3,cos_subtitles_ppmi_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_ppmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.132,-0.311,0.034,0.113080316621213,-398.01,0.943,1138.8,subtitles,cos,lowercase,ppmi_None,r_03,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_ppmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.054,-0.259,0.13,0.0427326990989293,544.73,0.611,1137.3,cos_subtitles_ppmi_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_ppmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,-0.055,-0.292,0.181,0.0427326990989293,529.3,0.62,1138.7,subtitles,cos,lowercase,ppmi_None,r_05,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_probability_ratios_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.201,0.087,0.329,0.207341780193164,-8829.02,0.669,1132.2,cos_subtitles_probability_ratios_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_probability_ratios_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.202,0.06,0.328,0.207341780193164,-8477.73,0.69,1133.7,subtitles,cos,lowercase,probability_ratios_None,r_01,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_probability_ratios_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.367,0.221,0.484,-0.13949059962311,15897.61,0,1119.9,cos_subtitles_probability_ratios_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_probability_ratios_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.364,0.228,0.498,-0.13949059962311,15920.69,0,1121.4,subtitles,cos,lowercase,probability_ratios_None,r_10,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_probability_ratios_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.305,0.161,0.437,-0.0261328010244433,16259.87,0.032,1129.8,cos_subtitles_probability_ratios_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_probability_ratios_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.304,0.18,0.413,-0.0261328010244433,16419.32,0.031,1131.2,subtitles,cos,lowercase,probability_ratios_None,r_03,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_probability_ratios_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.295,0.152,0.433,-0.206288833893667,18615.8,0,1121.2,cos_subtitles_probability_ratios_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_probability_ratios_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.297,0.171,0.423,-0.206288833893667,18923.26,0,1122.4,subtitles,cos,lowercase,probability_ratios_None,r_05,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.307,0.102,0.475,-0.000961734236998293,321.49,0.019,1137.4,cos_subtitles_skipgram_100_r1m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.305,0.094,0.483,-0.000961734236998293,321.23,0.02,1138.9,subtitles,cos,lowercase,skipgram,r_01,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.494,0.334,0.645,-0.185635646826767,552.79,0,1126.5,cos_subtitles_skipgram_100_r10m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.489,0.325,0.621,-0.185635646826767,548.38,0,1128.3,subtitles,cos,lowercase,skipgram,r_10,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.446,0.284,0.602,-0.0827421258042707,499.45,0.001,1132.1,cos_subtitles_skipgram_100_r3m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.441,0.265,0.579,-0.0827421258042707,495.66,0.001,1133.8,subtitles,cos,lowercase,skipgram,r_03,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.52,0.358,0.662,-0.176462274174133,598.28,0,1125.2,cos_subtitles_skipgram_100_r5m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.515,0.375,0.647,-0.176462274174133,593.89,0,1127,subtitles,cos,lowercase,skipgram,r_05,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.27,0.101,0.423,-0.00198620450892672,291.24,0.05,1138.6,cos_subtitles_skipgram_200_r1m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.267,0.104,0.446,-0.00198620450892672,289.25,0.053,1140.1,subtitles,cos,lowercase,skipgram,r_01,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_skipgram_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.402,0.217,0.57,-0.0803594901559258,451.63,0.002,1133.5,cos_subtitles_skipgram_200_r10m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.396,0.224,0.553,-0.0803594901559258,445.05,0.002,1135.2,subtitles,cos,lowercase,skipgram,r_10,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_200_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.34,0.183,0.503,-0.0759898734257951,445.93,0.006,1135,cos_subtitles_skipgram_200_r3m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_200_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.335,0.194,0.484,-0.0759898734257951,438.96,0.008,1136.7,subtitles,cos,lowercase,skipgram,r_03,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_200_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.452,0.305,0.604,-0.133462972654365,565.22,0,1128.9,cos_subtitles_skipgram_200_r5m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_200_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.446,0.276,0.58,-0.133462972654365,558.93,0,1130.8,subtitles,cos,lowercase,skipgram,r_05,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_300_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.301,0.129,0.466,-0.0544269907961985,485,0.007,1135.2,cos_subtitles_skipgram_300_r1m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_300_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.298,0.142,0.436,-0.0544269907961985,484.43,0.007,1136.7,subtitles,cos,lowercase,skipgram,r_01,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_300_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.437,0.291,0.578,-0.11074317921963,560.26,0,1130.9,cos_subtitles_skipgram_300_r10m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_300_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.432,0.273,0.568,-0.11074317921963,555.59,0.001,1132.6,subtitles,cos,lowercase,skipgram,r_10,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_300_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.253,0.089,0.411,-0.0118300743395036,502.61,0.012,1136,cos_subtitles_skipgram_300_r3m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_300_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.248,0.037,0.434,-0.0118300743395036,495.4,0.014,1137.7,subtitles,cos,lowercase,skipgram,r_03,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_300_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.397,0.203,0.546,-0.0732537171134284,570.6,0.001,1131.5,cos_subtitles_skipgram_300_r5m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_300_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.392,0.218,0.531,-0.0732537171134284,564.91,0.001,1133.2,subtitles,cos,lowercase,skipgram,r_05,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_50_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.282,0.041,0.47,0.00271103353625865,273.33,0.044,1138.6,cos_subtitles_skipgram_50_r1m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_50_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.281,0.083,0.463,0.00271103353625865,274.35,0.044,1140.1,subtitles,cos,lowercase,skipgram,r_01,50,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_50_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.504,0.353,0.621,-0.167197173490607,507.92,0,1126.3,cos_subtitles_skipgram_50_r10m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_50_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.5,0.351,0.625,-0.167197173490607,504.9,0,1128.1,subtitles,cos,lowercase,skipgram,r_10,50,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_50_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.517,0.318,0.674,-0.144508561264738,633.49,0,1122.3,cos_subtitles_skipgram_50_r3m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_50_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.513,0.368,0.662,-0.144508561264738,629.79,0,1124.1,subtitles,cos,lowercase,skipgram,r_03,50,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_50_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.516,0.358,0.645,-0.127862432089705,523.42,0,1126,cos_subtitles_skipgram_50_r5m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_50_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.512,0.384,0.649,-0.127862432089705,520.78,0,1127.7,subtitles,cos,lowercase,skipgram,r_05,50,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_500_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.208,-0.013,0.402,-0.00985626871549936,332.54,0.11,1138.9,cos_subtitles_skipgram_500_r1m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_500_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.206,-0.001,0.377,-0.00985626871549936,332.82,0.112,1140.4,subtitles,cos,lowercase,skipgram,r_01,500,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cos_subtitles_skipgram_500_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.269,0.097,0.413,0.00590955911826392,451.49,0.024,1137,cos_subtitles_skipgram_500_r10m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_500_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.265,0.105,0.415,0.00590955911826392,447.67,0.025,1138.5,subtitles,cos,lowercase,skipgram,r_10,500,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_500_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.381,0.212,0.522,-0.104044043831503,666.33,0.001,1130.9,cos_subtitles_skipgram_500_r3m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_500_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.378,0.246,0.515,-0.104044043831503,663.18,0.001,1132.5,subtitles,cos,lowercase,skipgram,r_03,500,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_500_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.326,0.162,0.485,-0.0564068966139529,570.87,0.002,1133.3,cos_subtitles_skipgram_500_r5m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,cos_subtitles_skipgram_500_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.321,0.153,0.478,-0.0564068966139529,567.08,0.002,1135,subtitles,cos,lowercase,skipgram,r_05,500,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_subtitles_cbow_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.294,0.104,0.453,0.0130785120479138,28,0.034,1143,euc_subtitles_cbow_100_r1m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_subtitles_cbow_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.292,0.102,0.455,0.0130785120479138,28.07,0.035,1144.4,subtitles,euc,lowercase,cbow,r_01,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_subtitles_cbow_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.601,0.465,0.712,-0.104346071457455,20.25,0,1124.7,euc_subtitles_cbow_100_r10m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_subtitles_cbow_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.597,0.452,0.716,-0.104346071457455,20.19,0,1126.5,subtitles,euc,lowercase,cbow,r_10,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_subtitles_cbow_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.447,0.272,0.59,-0.0361358222744453,24.43,0.001,1138,euc_subtitles_cbow_100_r3m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_subtitles_cbow_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.444,0.313,0.592,-0.0361358222744453,24.4,0.001,1139.5,subtitles,euc,lowercase,cbow,r_03,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_subtitles_cbow_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.541,0.41,0.675,-0.0641225080675267,23.68,0,1132.1,euc_subtitles_cbow_100_r5m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_subtitles_cbow_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.537,0.387,0.683,-0.0641225080675267,23.6,0,1133.8,subtitles,euc,lowercase,cbow,r_05,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_subtitles_cbow_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.3,0.157,0.453,0.00882980853282858,26.81,0.042,1143.2,euc_subtitles_cbow_200_r1m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_subtitles_cbow_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.298,0.129,0.456,0.00882980853282858,26.9,0.043,1144.7,subtitles,euc,lowercase,cbow,r_01,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_subtitles_cbow_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.541,0.415,0.66,-0.0798802564087449,17.73,0,1134.1,euc_subtitles_cbow_200_r10m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_subtitles_cbow_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.536,0.39,0.659,-0.0798802564087449,17.63,0,1135.8,subtitles,euc,lowercase,cbow,r_10,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_subtitles_cbow_200_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.427,0.272,0.573,-0.0317352732490421,22.93,0.002,1139.5,euc_subtitles_cbow_200_r3m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_subtitles_cbow_200_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.423,0.249,0.579,-0.0317352732490421,22.91,0.002,1141.1,subtitles,euc,lowercase,cbow,r_03,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_subtitles_cbow_200_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.477,0.326,0.602,-0.051526527829893,19.7,0,1137,euc_subtitles_cbow_200_r5m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_subtitles_cbow_200_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.473,0.289,0.611,-0.051526527829893,19.67,0,1138.6,subtitles,euc,lowercase,cbow,r_05,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_subtitles_cbow_300_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.316,0.152,0.449,0.02363773323459,24.94,0.076,1143.9,euc_subtitles_cbow_300_r1m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,euc_subtitles_cbow_300_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logSUBTITLES,0.314,0.171,0.443,0.02363773323459,24.99,0.077,1145.4,subtitles,euc,lowercase,cbow,r_01,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
