lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef.subtitles_conditional_probability_ngram_None_r1_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef.subtitles_conditional_probability_ngram_None_r1_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
cos_subtitles_cbow_200_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.323,0.129,0.492,-0.0807163248258594,326.08,0.005,1172.3,cos_subtitles_cbow_200_r3m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_200_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.319,0.097,0.509,-0.0807163248258594,322.98,0.005,1173.8,subtitles,cos,lowercase,cbow,r_03,200,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_cbow_200_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.322,0.127,0.476,-0.153837587179355,340.64,0.003,1171.5,cos_subtitles_cbow_200_r5m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_200_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.317,0.119,0.469,-0.153837587179355,337.11,0.003,1173,subtitles,cos,lowercase,cbow,r_05,200,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_cbow_300_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.125,-0.086,0.29,0.0492488700597047,218.29,0.187,1179,cos_subtitles_cbow_300_r1m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_300_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.122,-0.093,0.314,0.0492488700597047,214.77,0.197,1180.3,subtitles,cos,lowercase,cbow,r_01,300,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_cbow_300_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.272,0.068,0.468,-0.211157884093419,368.37,0.013,1174.3,cos_subtitles_cbow_300_r10m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_300_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.268,0.049,0.448,-0.211157884093419,363.67,0.015,1175.8,subtitles,cos,lowercase,cbow,r_10,300,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_subtitles_cbow_300_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.339,0.137,0.506,-0.113860899883114,404.76,0.002,1171.1,cos_subtitles_cbow_300_r3m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_300_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.335,0.14,0.502,-0.113860899883114,402.25,0.003,1172.6,subtitles,cos,lowercase,cbow,r_03,300,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_cbow_300_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.313,0.106,0.505,-0.154845210348315,377.65,0.003,1171.4,cos_subtitles_cbow_300_r5m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_300_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.308,0.107,0.483,-0.154845210348315,372.41,0.004,1173.1,subtitles,cos,lowercase,cbow,r_05,300,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_cbow_50_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.27,0.068,0.45,-0.00808757900214103,240.77,0.011,1174,cos_subtitles_cbow_50_r1m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_50_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.27,0.083,0.439,-0.00808757900214103,241.75,0.011,1175.3,subtitles,cos,lowercase,cbow,r_01,50,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_subtitles_cbow_50_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.398,0.243,0.548,-0.180132625591756,246,0.001,1168.3,cos_subtitles_cbow_50_r10m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_50_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.395,0.187,0.568,-0.180132625591756,245.05,0.001,1169.8,subtitles,cos,lowercase,cbow,r_10,50,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_cbow_50_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.394,0.233,0.546,-0.0784406753599746,229.97,0.001,1168.4,cos_subtitles_cbow_50_r3m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_50_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.392,0.226,0.546,-0.0784406753599746,230.29,0.001,1169.8,subtitles,cos,lowercase,cbow,r_03,50,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_cbow_50_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.435,0.223,0.586,-0.175666205165195,251.2,0,1167.2,cos_subtitles_cbow_50_r5m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_50_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.433,0.251,0.59,-0.175666205165195,251.95,0,1168.5,subtitles,cos,lowercase,cbow,r_05,50,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_cbow_500_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.101,-0.112,0.293,0.0234232376238452,255.48,0.179,1178.9,cos_subtitles_cbow_500_r1m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_500_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.1,-0.07,0.278,0.0234232376238452,253.46,0.185,1180.2,subtitles,cos,lowercase,cbow,r_01,500,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_cbow_500_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.298,0.097,0.458,-0.183121053221174,369.46,0.013,1174.3,cos_subtitles_cbow_500_r10m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_500_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.293,0.088,0.46,-0.183121053221174,364.13,0.015,1175.8,subtitles,cos,lowercase,cbow,r_10,500,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_subtitles_cbow_500_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.296,0.097,0.476,-0.060840673581245,408.13,0.008,1173.4,cos_subtitles_cbow_500_r3m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_500_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.292,0.092,0.472,-0.060840673581245,403.54,0.009,1174.9,subtitles,cos,lowercase,cbow,r_03,500,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_subtitles_cbow_500_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.32,0.1,0.517,-0.127076281072886,412.36,0.004,1172,cos_subtitles_cbow_500_r5m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_cbow_500_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.315,0.081,0.521,-0.127076281072886,406.86,0.005,1173.6,subtitles,cos,lowercase,cbow,r_05,500,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_conditional_probability_None_r1,m_RT ~ country +  Letters_n + logSUBTITLES,-0.389,-0.518,-0.253,0.00817265045393462,-117.05,0.096,1177.9,cos_subtitles_conditional_probability_None_r1m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_conditional_probability_None_r1,m_RT ~ country +  Letters_n + logSUBTITLES,-0.389,-0.541,-0.205,0.00817265045393462,-118.2,0.095,1179.1,subtitles,cos,lowercase,conditional_probability_None,r_01,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_conditional_probability_None_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.038,-0.135,0.213,-0.0668459228255678,845.48,0.102,1178,cos_subtitles_conditional_probability_None_r10m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_conditional_probability_None_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.036,-0.147,0.224,-0.0668459228255678,832.57,0.109,1179.4,subtitles,cos,lowercase,conditional_probability_None,r_10,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_conditional_probability_None_r3,m_RT ~ country +  Letters_n + logSUBTITLES,-0.27,-0.43,-0.092,-0.0219354620187318,-100.43,0.448,1180.2,cos_subtitles_conditional_probability_None_r3m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_conditional_probability_None_r3,m_RT ~ country +  Letters_n + logSUBTITLES,-0.272,-0.433,-0.114,-0.0219354620187318,-103.38,0.438,1181.4,subtitles,cos,lowercase,conditional_probability_None,r_03,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_conditional_probability_None_r5,m_RT ~ country +  Letters_n + logSUBTITLES,-0.125,-0.299,0.055,-0.0380868314711903,111.99,0.649,1180.6,cos_subtitles_conditional_probability_None_r5m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_conditional_probability_None_r5,m_RT ~ country +  Letters_n + logSUBTITLES,-0.127,-0.326,0.06,-0.0380868314711903,105.64,0.67,1181.9,subtitles,cos,lowercase,conditional_probability_None,r_05,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_log_cooccurrence_None_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.155,0.002,0.286,0.170603269956492,464.29,0.07,1177.4,cos_subtitles_log_cooccurrence_None_r1m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_log_cooccurrence_None_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.152,0.021,0.281,0.170603269956492,460.68,0.074,1178.7,subtitles,cos,lowercase,log_cooccurrence_None,r_01,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_log_cooccurrence_None_r10,m_RT ~ country +  Letters_n + logSUBTITLES,-0.078,-0.267,0.066,0.0914295663461288,264.96,0.275,1179.6,cos_subtitles_log_cooccurrence_None_r10m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_log_cooccurrence_None_r10,m_RT ~ country +  Letters_n + logSUBTITLES,-0.08,-0.252,0.104,0.0914295663461288,261.81,0.284,1180.9,subtitles,cos,lowercase,log_cooccurrence_None,r_10,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_log_cooccurrence_None_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.048,-0.106,0.192,0.125545222493646,499.87,0.055,1176.9,cos_subtitles_log_cooccurrence_None_r3m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_log_cooccurrence_None_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.046,-0.115,0.191,0.125545222493646,496.96,0.058,1178.3,subtitles,cos,lowercase,log_cooccurrence_None,r_03,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_log_cooccurrence_None_r5,m_RT ~ country +  Letters_n + logSUBTITLES,-0.023,-0.172,0.145,0.110219648282545,375.66,0.133,1178.5,cos_subtitles_log_cooccurrence_None_r5m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_log_cooccurrence_None_r5,m_RT ~ country +  Letters_n + logSUBTITLES,-0.025,-0.186,0.129,0.110219648282545,372.35,0.139,1179.8,subtitles,cos,lowercase,log_cooccurrence_None,r_05,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_pmi_None_r1,m_RT ~ country +  Letters_n + logSUBTITLES,-0.32,-0.502,-0.114,0.216947198095198,-657.02,0.308,1179.7,cos_subtitles_pmi_None_r1m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_pmi_None_r1,m_RT ~ country +  Letters_n + logSUBTITLES,-0.321,-0.483,-0.157,0.216947198095198,-669.37,0.302,1180.9,subtitles,cos,lowercase,pmi_None,r_01,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_pmi_None_r10,m_RT ~ country +  Letters_n + logSUBTITLES,-0.106,-0.319,0.087,0.0869550269650255,-178.01,0.749,1180.7,cos_subtitles_pmi_None_r10m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_pmi_None_r10,m_RT ~ country +  Letters_n + logSUBTITLES,-0.107,-0.346,0.12,0.0869550269650255,-184.11,0.742,1182,subtitles,cos,lowercase,pmi_None,r_10,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_pmi_None_r3,m_RT ~ country +  Letters_n + logSUBTITLES,-0.197,-0.394,0.013,0.14650719438357,-284.86,0.64,1180.6,cos_subtitles_pmi_None_r3m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_pmi_None_r3,m_RT ~ country +  Letters_n + logSUBTITLES,-0.197,-0.4,0.032,0.14650719438357,-288.15,0.639,1181.8,subtitles,cos,lowercase,pmi_None,r_03,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_pmi_None_r5,m_RT ~ country +  Letters_n + logSUBTITLES,-0.125,-0.377,0.065,0.0992015161717538,-107.48,0.858,1180.8,cos_subtitles_pmi_None_r5m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_pmi_None_r5,m_RT ~ country +  Letters_n + logSUBTITLES,-0.126,-0.338,0.1,0.0992015161717538,-112.91,0.852,1182,subtitles,cos,lowercase,pmi_None,r_05,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_ppmi_None_r1,m_RT ~ country +  Letters_n + logSUBTITLES,-0.242,-0.374,-0.118,0.176863729781333,38.56,0.966,1180.8,cos_subtitles_ppmi_None_r1m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_ppmi_None_r1,m_RT ~ country +  Letters_n + logSUBTITLES,-0.243,-0.383,-0.114,0.176863729781333,22.12,0.98,1182.1,subtitles,cos,lowercase,ppmi_None,r_01,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_ppmi_None_r10,m_RT ~ country +  Letters_n + logSUBTITLES,-0.066,-0.259,0.166,0.0407697511611857,513.49,0.609,1180.6,cos_subtitles_ppmi_None_r10m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_ppmi_None_r10,m_RT ~ country +  Letters_n + logSUBTITLES,-0.067,-0.283,0.158,0.0407697511611857,493.94,0.625,1181.8,subtitles,cos,lowercase,ppmi_None,r_10,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_ppmi_None_r3,m_RT ~ country +  Letters_n + logSUBTITLES,-0.131,-0.311,0.06,0.113080316621213,745.03,0.494,1180.4,cos_subtitles_ppmi_None_r3m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_ppmi_None_r3,m_RT ~ country +  Letters_n + logSUBTITLES,-0.132,-0.316,0.031,0.113080316621213,735.19,0.502,1181.6,subtitles,cos,lowercase,ppmi_None,r_03,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_ppmi_None_r5,m_RT ~ country +  Letters_n + logSUBTITLES,-0.054,-0.296,0.174,0.0427326990989293,1028.38,0.34,1179.9,cos_subtitles_ppmi_None_r5m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_ppmi_None_r5,m_RT ~ country +  Letters_n + logSUBTITLES,-0.055,-0.262,0.184,0.0427326990989293,1010.71,0.352,1181.2,subtitles,cos,lowercase,ppmi_None,r_05,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_probability_ratios_None_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.201,0.084,0.318,0.207341780193164,7628.53,0.641,1180.6,cos_subtitles_probability_ratios_None_r1m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_probability_ratios_None_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.202,0.083,0.319,0.207341780193164,7972.59,0.628,1181.8,subtitles,cos,lowercase,probability_ratios_None,r_01,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_subtitles_probability_ratios_None_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.367,0.206,0.486,-0.13949059962311,16480.57,0,1159.8,cos_subtitles_probability_ratios_None_r10m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_probability_ratios_None_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.364,0.229,0.505,-0.13949059962311,16489.53,0,1161.3,subtitles,cos,lowercase,probability_ratios_None,r_10,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_probability_ratios_None_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.305,0.155,0.459,-0.0261328010244433,20276.34,0.011,1174,cos_subtitles_probability_ratios_None_r3m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_probability_ratios_None_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.304,0.166,0.447,-0.0261328010244433,20332.97,0.011,1175.2,subtitles,cos,lowercase,probability_ratios_None,r_03,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_subtitles_probability_ratios_None_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.295,0.145,0.421,-0.206288833893667,18283.56,0,1166.6,cos_subtitles_probability_ratios_None_r5m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_probability_ratios_None_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.297,0.169,0.426,-0.206288833893667,18558.17,0,1167.6,subtitles,cos,lowercase,probability_ratios_None,r_05,None,count,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_100_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.307,0.072,0.498,-0.000961734236998293,367.16,0.003,1171.7,cos_subtitles_skipgram_100_r1m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_100_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.305,0.13,0.501,-0.000961734236998293,366.5,0.004,1173.1,subtitles,cos,lowercase,skipgram,r_01,100,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_100_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.494,0.326,0.642,-0.185635646826767,540.44,0,1160.9,cos_subtitles_skipgram_100_r10m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_100_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.489,0.3,0.633,-0.185635646826767,536.69,0,1162.7,subtitles,cos,lowercase,skipgram,r_10,100,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_100_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.446,0.251,0.609,-0.0827421258042707,527.5,0,1165.6,cos_subtitles_skipgram_100_r3m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_100_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.441,0.267,0.573,-0.0827421258042707,523.83,0,1167.2,subtitles,cos,lowercase,skipgram,r_03,100,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_100_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.52,0.372,0.653,-0.176462274174133,596.21,0,1158.7,cos_subtitles_skipgram_100_r5m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_100_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.515,0.36,0.633,-0.176462274174133,592.61,0,1160.5,subtitles,cos,lowercase,skipgram,r_05,100,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_200_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.27,0.092,0.427,-0.00198620450892672,361.88,0.011,1173.9,cos_subtitles_skipgram_200_r1m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_200_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.267,0.09,0.416,-0.00198620450892672,359.44,0.012,1175.3,subtitles,cos,lowercase,skipgram,r_01,200,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_subtitles_skipgram_200_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.402,0.245,0.561,-0.0803594901559258,474.76,0,1167.4,cos_subtitles_skipgram_200_r10m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_200_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.396,0.215,0.556,-0.0803594901559258,468.44,0,1169.2,subtitles,cos,lowercase,skipgram,r_10,200,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_200_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.34,0.146,0.515,-0.0759898734257951,466.57,0.002,1170.4,cos_subtitles_skipgram_200_r3m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_200_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.335,0.183,0.505,-0.0759898734257951,460.67,0.002,1172.1,subtitles,cos,lowercase,skipgram,r_03,200,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_200_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.452,0.293,0.576,-0.133462972654365,577.3,0,1162.4,cos_subtitles_skipgram_200_r5m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_200_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.446,0.273,0.587,-0.133462972654365,571.28,0,1164.3,subtitles,cos,lowercase,skipgram,r_05,200,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_300_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.301,0.133,0.458,-0.0544269907961985,556.08,0.001,1169.7,cos_subtitles_skipgram_300_r1m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_300_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.298,0.086,0.459,-0.0544269907961985,554.32,0.001,1171.2,subtitles,cos,lowercase,skipgram,r_01,300,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_300_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.437,0.264,0.592,-0.11074317921963,582.89,0,1164.3,cos_subtitles_skipgram_300_r10m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_300_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.432,0.25,0.581,-0.11074317921963,578.39,0,1166,subtitles,cos,lowercase,skipgram,r_10,300,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_300_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.253,0.061,0.421,-0.0118300743395036,571.76,0.002,1170.2,cos_subtitles_skipgram_300_r3m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_300_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.248,0.07,0.416,-0.0118300743395036,564.66,0.002,1171.9,subtitles,cos,lowercase,skipgram,r_03,300,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_300_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.397,0.228,0.533,-0.0732537171134284,592.66,0,1165,cos_subtitles_skipgram_300_r5m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_300_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.392,0.23,0.554,-0.0732537171134284,587.31,0,1166.7,subtitles,cos,lowercase,skipgram,r_05,300,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_50_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.282,0.12,0.459,0.00271103353625865,322.76,0.008,1173.5,cos_subtitles_skipgram_50_r1m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_50_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.281,0.098,0.489,0.00271103353625865,323.59,0.009,1174.8,subtitles,cos,lowercase,skipgram,r_01,50,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_subtitles_skipgram_50_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.504,0.34,0.626,-0.167197173490607,470.93,0,1161.1,cos_subtitles_skipgram_50_r10m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_50_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.5,0.368,0.639,-0.167197173490607,469.93,0,1162.7,subtitles,cos,lowercase,skipgram,r_10,50,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_50_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.517,0.359,0.655,-0.144508561264738,598.76,0,1155.4,cos_subtitles_skipgram_50_r3m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_50_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.513,0.35,0.652,-0.144508561264738,597.93,0,1157.1,subtitles,cos,lowercase,skipgram,r_03,50,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_subtitles_skipgram_50_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.516,0.34,0.658,-0.127862432089705,494.15,0,1159.5,cos_subtitles_skipgram_50_r5m_RT ~ country +  Letters_n + logSUBTITLES,cos_subtitles_skipgram_50_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.512,0.349,0.669,-0.127862432089705,493.63,0,1161.1,subtitles,cos,lowercase,skipgram,r_05,50,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
